Timestamp,"Once it is available, do you intend to get the vaccine for COVID-19?",Have you received a positive test for COVID-19 since the start of the pandemic? ,"Do you know someone personally who has tested positive for COVID-19? (family member, close friend, etc.)",Have you received a flu shot in the past 12 months?,"Where do you typically go to get your vaccines? (This can include all vaccines such as flu, TDAP, Hepatitis A, HPV, etc.)","Do you have pre-existing conditions that would make COVID-19 infection more severe? (cancer, diabetes, high blood pressure, etc.)",Do you regularly wear a mask in public? ,What is your main source for updated information pertaining to COVID-19?,What do you see as a barrier or risk for you when deciding whether to get the COVID-19 vaccine? You can choose more than one or fill out the 'Other' option. ,I am at risk for contracting COVID-19.,COVID-19 can be a serious disease. ,The COVID-19 vaccine will prevent me from contracting COVID-19. ,There are many risks associated with getting the COVID-19 vaccine.,What is your age in years?,What is your race/ethnicity? You can choose more than one or fill out the 'Other' option.,What is the highest degree or level of school you have completed?,State of Residence ,Which gender identity do you most identify?,Which most closely aligns with your political beliefs?
10/4/20 21:56,Yes,No,Yes,No,Local Health Department,No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.",.,Agree,Stongly Agree,Agree,Neutral,23,White or Caucasian,Bachelor's Degree,Alabama,Gender Variant/Non-Conforming,Very Liberal
10/4/20 22:19,No,Don't know/Not sure,Yes,Yes,Primary Care Doctor,Yes,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","Concerned about getting COVID from the vaccine, Don't believe the vaccine will work",Stongly Agree,Stongly Agree,Strongly Disagree,Agree,22,White or Caucasian,"High school graduate, GED",Missouri,Female,Prefer not to answer
10/4/20 22:58,No,No,No,No,.,No,Yes,Local News Station,.,Disagree,Disagree,Disagree,Neutral,45,White or Caucasian,Bachelor's Degree,Missouri,Female,Mixed
10/4/20 22:58,No,Yes,Yes,No,Primary Care Doctor,No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.",Don't like needles and shots,Disagree,Neutral,Strongly Disagree,Agree,26,White or Caucasian,Some college/Associate's Degree,Texas,Female,Prefer not to answer
10/4/20 23:43,No,No,No,Yes,Primary Care Doctor,No,Yes,Internet ,Safety concerns with the vaccine/side effects,Stongly Disagree,Stongly Disagree,Neutral,Neutral,54,White or Caucasian,Bachelor's Degree,California,Female,Somewhat Conservative
10/5/20 1:06,No,No,Yes,Yes,Primary Care Doctor,No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.",Safety concerns with the vaccine/side effects,Stongly Agree,Stongly Agree,Neutral,Agree,21,White or Caucasian,Bachelor's Degree,Missouri,Female,Somewhat Conservative
10/5/20 4:55,No,No,Yes,No,Primary Care Doctor,Yes,No,"National News Station such as Fox News, CNN, New York Times, etc.","Safety concerns with the vaccine/side effects, Have a health condition or allergies that prevent vaccination",Neutral,Agree,Neutral,Neutral,48,White or Caucasian,Some college/Associate's Degree,Missouri,Female,Very Conservative
10/5/20 6:37,Yes,No,Yes,Yes,Local Health Department,No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.",Safety concerns with the vaccine/side effects,Agree,Agree,Neutral,Disagree,45,White or Caucasian,Graduate School,Missouri,Female,Somewhat Conservative
10/5/20 6:41,Don't Know/Not sure,Yes,Yes,Yes,Primary Care Doctor,No,Yes,All of the above because you hear different things from a variety of sources. ,Safety concerns with the vaccine/side effects,Neutral,Stongly Agree,Neutral,Neutral,23,White or Caucasian,Bachelor's Degree,Missouri,Female,Mixed
10/5/20 7:45,Yes,No,Yes,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",Don't know/Not sure,Yes,"National News Station such as Fox News, CNN, New York Times, etc.","Safety concerns with the vaccine/side effects, Cost of the Vaccine",Agree,Stongly Agree,Agree,Neutral,28,White or Caucasian,Graduate School,Missouri,Female,Very Liberal
10/5/20 11:08,Yes,No,No,Yes,Primary Care Doctor,Yes,Yes,"National News Station such as Fox News, CNN, New York Times, etc.","None of these apply, I have no barriers or risks associated with getting the COVID-19 vaccine.",Neutral,Agree,Agree,Neutral,79,White or Caucasian,"High school graduate, GED",Missouri,Female,Somewhat Liberal
10/5/20 11:34,Don't Know/Not sure,Yes,Yes,Yes,Primary Care Doctor,Yes,Yes,Online News sites ,Safety concerns with the vaccine/side effects,Neutral,Agree,Neutral,Neutral,51,White or Caucasian,Some college/Associate's Degree,Texas,Male,Somewhat Conservative
10/5/20 11:41,Don't Know/Not sure,No,Yes,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.",Safety concerns with the vaccine/side effects,Neutral,Stongly Agree,Neutral,Neutral,73,White or Caucasian,"High school graduate, GED",Missouri,Female,Somewhat Liberal
10/5/20 11:59,Don't Know/Not sure,No,Yes,No,Primary Care Doctor,Yes,Yes,"National News Station such as Fox News, CNN, New York Times, etc.","Safety concerns with the vaccine/side effects, Cost of the Vaccine",Stongly Agree,Stongly Agree,Agree,Neutral,23,White or Caucasian,Bachelor's Degree,Alabama,Female,Somewhat Liberal
10/5/20 13:26,Don't Know/Not sure,No,Don't know/Not sure,Yes,Primary Care Doctor,No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.",Safety concerns with the vaccine/side effects,Neutral,Agree,Neutral,Agree,23,White or Caucasian,Bachelor's Degree,Illinois,Female,Somewhat Liberal
10/5/20 14:23,Yes,No,No,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.","None of these apply, I have no barriers or risks associated with getting the COVID-19 vaccine.",Agree,Stongly Agree,Neutral,Disagree,26,White or Caucasian,Bachelor's Degree,Missouri,Female,Very Liberal
10/5/20 14:24,Yes,No,Yes,Yes,Primary Care Doctor,Yes,Yes,Newspaper,"Safety concerns with the vaccine/side effects, Cost of the Vaccine",Agree,Stongly Agree,Strongly Disagree,Neutral,22,Black or African American,Bachelor's Degree,Missouri,Female,Very Liberal
10/5/20 14:24,Yes,No,Yes,Yes,Primary Care Doctor,Yes,Yes,"National News Station such as Fox News, CNN, New York Times, etc.",Safety concerns with the vaccine/side effects,Neutral,Stongly Agree,Agree,Disagree,46,White or Caucasian,Graduate School,Missouri,Male,Mixed
10/5/20 14:25,Don't Know/Not sure,No,No,Yes,Primary Care Doctor,No,Yes,JHU COVID-19 Map https://coronavirus.jhu.edu/map.html,"Safety concerns with the vaccine/side effects, Concerned about getting COVID from the vaccine, Don't believe the vaccine will work",Disagree,Stongly Agree,Neutral,Agree,24,Asian,Graduate School,Missouri,Female,Somewhat Liberal
10/5/20 14:25,Yes,No,Yes,No,"Chain Pharmacies such as Walgreens, CVS, etc.",Yes,Yes,"National News Station such as Fox News, CNN, New York Times, etc.","None of these apply, I have no barriers or risks associated with getting the COVID-19 vaccine.",Neutral,Stongly Agree,Neutral,Agree,24,Asian,Bachelor's Degree,Wisconsin,Male,Very Liberal
10/5/20 14:25,Yes,No,Yes,Yes,Primary Care Doctor,No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","None of these apply, I have no barriers or risks associated with getting the COVID-19 vaccine.",Neutral,Agree,Agree,Disagree,22,White or Caucasian,Bachelor's Degree,Missouri,Male,Somewhat Conservative
10/5/20 14:26,Yes,No,No,Yes,CVS,No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.",Safety concerns with the vaccine/side effects,Neutral,Stongly Agree,Agree,Disagree,25,Asian,Bachelor's Degree,Missouri,Female,Very Liberal
10/5/20 14:26,Yes,No,No,Yes,Health Center at the University,No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.","Safety concerns with the vaccine/side effects, Concerned about getting COVID from the vaccine",Agree,Stongly Agree,Strongly Agree,Disagree,24,Asian,Graduate School,Missouri,Female,Prefer not to answer
10/5/20 14:26,Don't Know/Not sure,No,Yes,No,Primary Care Doctor,No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","Safety concerns with the vaccine/side effects, Cost of the Vaccine",Neutral,Stongly Agree,Neutral,Neutral,21,"Black or African American, Black African","High school graduate, GED",Minnesota,Female,Prefer not to answer
10/5/20 14:26,Yes,No,Yes,Don't know/Not sure,"I have all my shots/vaccines, but I would get my flu shot on campus",No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","Safety concerns with the vaccine/side effects, Cost of the Vaccine, Concerned about getting COVID from the vaccine",Disagree,Stongly Agree,Neutral,Neutral,28,Native American or Alaska Native,Bachelor's Degree,Missouri,Male,Somewhat Liberal
10/5/20 14:26,Don't Know/Not sure,No,Yes,No,Primary Care Doctor,No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.",Safety concerns with the vaccine/side effects,Neutral,Agree,Neutral,Agree,25,african ,Bachelor's Degree,International,Female,Somewhat Liberal
10/5/20 14:26,Don't Know/Not sure,No,Yes,Yes,Primary Care Doctor,Yes,Yes,I read research papers on the subject. ,"Safety concerns with the vaccine/side effects, Concern over whether or not the vaccine was rushed. ",Neutral,Stongly Agree,Neutral,Neutral,22,White or Caucasian,Bachelor's Degree,Missouri,Male,Very Liberal
10/5/20 14:26,Yes,No,Yes,No,Primary Care Doctor,No,Yes,City Health Department,"Safety concerns with the vaccine/side effects, Cost of the Vaccine",Agree,Stongly Agree,Strongly Agree,Disagree,23,White or Caucasian,Bachelor's Degree,Missouri,Female,Very Liberal
10/5/20 14:26,No,No,No,No,Primary Care Doctor,Yes,Yes,"National News Station such as Fox News, CNN, New York Times, etc.",Have a health condition or allergies that prevent vaccination,Disagree,Stongly Agree,Agree,Disagree,23,Hispanic or Latinx,Bachelor's Degree,Texas,Female,Very Liberal
10/5/20 14:27,Yes,No,Yes,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,Radio/Podcasts,Safety concerns with the vaccine/side effects,Disagree,Agree,Neutral,Disagree,23,Asian,Bachelor's Degree,Illinois,Female,Somewhat Liberal
10/5/20 14:27,Yes,No,No,No,Primary Care Doctor,No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.",Cost of the Vaccine,Agree,Stongly Agree,Agree,Disagree,23,White or Caucasian,Bachelor's Degree,Alabama,Male,Somewhat Liberal
10/5/20 14:27,Yes,No,Yes,No,Primary Care Doctor,No,Yes,CDC/WHO,"Safety concerns with the vaccine/side effects, Cost of the Vaccine",Stongly Disagree,Stongly Agree,Strongly Agree,Strongly disagree,23,"Black or African American, Hispanic or Latinx",Graduate School,Florida,Female,Very Liberal
10/5/20 14:27,Don't Know/Not sure,No,Yes,No,Primary Care Doctor,No,Yes,Local News Station,"Safety concerns with the vaccine/side effects, Cost of the Vaccine",Disagree,Agree,Agree,Disagree,26,White or Caucasian,Bachelor's Degree,Illinois,Male,Mixed
10/5/20 14:27,Yes,No,No,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.",Safety concerns with the vaccine/side effects,Agree,Stongly Agree,Agree,Disagree,25,White or Caucasian,Bachelor's Degree,Missouri,Female,Somewhat Liberal
10/5/20 14:27,Yes,No,Yes,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.",Safety concerns with the vaccine/side effects,Agree,Stongly Agree,Agree,Disagree,25,White or Caucasian,Graduate School,Missouri,Female,Very Liberal
10/5/20 14:27,Yes,Yes,Yes,Yes,Primary Care Doctor,No,Yes,I work for the dept of public health ,Safety concerns with the vaccine/side effects,Agree,Stongly Agree,Disagree,Neutral,24,White or Caucasian,Graduate School,Missouri,Female,Very Liberal
10/5/20 14:28,Don't Know/Not sure,No,Yes,Yes,Primary Care Doctor,No,Yes,"See news or social media post, go look it up on CDC or primary source","Safety concerns with the vaccine/side effects, Cost of the Vaccine, Willing to get it eventually, if adverse effects are minimal (and outweigh the risks of getting COVID if following strict CDC recs)",Agree,Stongly Agree,Agree,Neutral,26,Hispanic or Latinx,Bachelor's Degree,Missouri,Female,Very Liberal
10/5/20 14:28,Yes,No,No,Yes,Local Health Department,No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","Safety concerns with the vaccine/side effects, Cost of the Vaccine, Have a health condition or allergies that prevent vaccination",Disagree,Stongly Agree,Strongly Agree,Neutral,23,Asian,Bachelor's Degree,International,Female,Somewhat Liberal
10/5/20 14:29,Don't Know/Not sure,No,Yes,No,Primary Care Doctor,No,Yes,Local News Station,"Safety concerns with the vaccine/side effects, Don't like needles and shots",Agree,Stongly Agree,Agree,Neutral,23,Black or African American,Bachelor's Degree,New York,Female,Somewhat Liberal
10/5/20 14:29,Yes,No,Yes,Yes,My employer (hospital) ,Yes,Yes,"Google News, which compiles news from a variety of local & national sources ","Safety concerns with the vaccine/side effects, Cost of the Vaccine",Agree,Stongly Agree,Agree,Disagree,25,White or Caucasian,Bachelor's Degree,Missouri,Female,Very Liberal
10/5/20 14:29,Yes,No,Yes,Yes,Primary Care Doctor,No,Yes,CDC website and I use newspaper articles as a starting point for looking at research papers,Incorrect/conflicting information from the media. Not being able to trust the sources about effectiveness and safety,Agree,Stongly Agree,Agree,Disagree,25,"Asian, Black or African American",Bachelor's Degree,Missouri,Female,Very Liberal
10/5/20 14:56,Don't Know/Not sure,No,No,Yes,Student/Occupational Health Service,Yes,Yes,"National News Station such as Fox News, CNN, New York Times, etc.",Safety concerns with the vaccine/side effects,Stongly Agree,Stongly Agree,Agree,Agree,29,Black or African American,Graduate School,New York,Female,Very Liberal
10/5/20 15:37,Yes,No,Yes,Yes,Primary Care Doctor,Yes,.,Local county health department,Safety concerns with the vaccine/side effects,Agree,Stongly Agree,Disagree,Neutral,70,White or Caucasian,Graduate School,Kansas,Male,Somewhat Conservative
10/5/20 15:57,Don't Know/Not sure,No,Yes,Yes,Primary Care Doctor,No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.",Safety concerns with the vaccine/side effects,Stongly Agree,Stongly Agree,Agree,Agree,23,Black or African American,Bachelor's Degree,Missouri,Female,Very Liberal
10/5/20 16:32,Don't Know/Not sure,No,Yes,No,Primary Care Doctor,Yes,Yes,"National News Station such as Fox News, CNN, New York Times, etc.",Safety concerns with the vaccine/side effects,Neutral,Stongly Agree,Agree,Agree,22,Black or African American,Bachelor's Degree,Missouri,Female,Very Liberal
10/5/20 16:49,Yes,No,Yes,No,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","None of these apply, I have no barriers or risks associated with getting the COVID-19 vaccine.",Agree,Stongly Agree,Agree,Neutral,22,"Asian, White or Caucasian",Bachelor's Degree,Colorado,Female,Somewhat Liberal
10/5/20 17:11,Yes,No,No,Yes,Primary Care Doctor,No,Yes,Newspaper,Safety concerns with the vaccine/side effects,Agree,Stongly Agree,Strongly Agree,Disagree,24,White or Caucasian,Bachelor's Degree,Missouri,Female,Very Liberal
10/5/20 19:01,No,No,Yes,Yes,Primary Care Doctor,No,No,"National News Station such as Fox News, CNN, New York Times, etc.","Safety concerns with the vaccine/side effects, Cost of the Vaccine, Concerned about getting COVID from the vaccine, Don't believe the vaccine will work",Neutral,Agree,Strongly Disagree,Strongly agree,23,White or Caucasian,Bachelor's Degree,Missouri,Female,Mixed
10/5/20 21:53,Yes,No,Yes,No,Primary Care Doctor,No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","Safety concerns with the vaccine/side effects, Cost of the Vaccine, Don't believe the vaccine will work",Stongly Agree,Stongly Agree,Agree,Disagree,23,White or Caucasian,Bachelor's Degree,Missouri,Female,Somewhat Liberal
10/5/20 22:07,Yes,No,Yes,Yes,I work at a WU office. ,Yes,Yes,WU ,"None of these apply, I have no barriers or risks associated with getting the COVID-19 vaccine.",Stongly Agree,Stongly Agree,Strongly Agree,Disagree,42,White or Caucasian,Graduate School,Missouri,Female,Mixed
10/5/20 22:16,Don't Know/Not sure,No,Yes,No,Primary Care Doctor,Yes,Yes,"CDC, Health Deptartment","Safety concerns with the vaccine/side effects, Concerned about getting COVID from the vaccine",Stongly Agree,Stongly Agree,Disagree,Disagree,50,White or Caucasian,Bachelor's Degree,Missouri,Female,Very Conservative
10/5/20 22:35,Don't Know/Not sure,No,Yes,Yes,Local Health Department,No,No,"National News Station such as Fox News, CNN, New York Times, etc.",Safety concerns with the vaccine/side effects,Neutral,Stongly Agree,Neutral,Neutral,40,White or Caucasian,Some college/Associate's Degree,Missouri,Female,Very Conservative
10/5/20 22:46,No,No,Yes,No,Primary Care Doctor,No,Yes,Local News Station,"Safety concerns with the vaccine/side effects, Don't believe the vaccine will work",Agree,Agree,Disagree,Agree,22,White or Caucasian,Bachelor's Degree,Missouri,Female,Somewhat Conservative
10/5/20 22:52,Don't Know/Not sure,No,No,No,Primary Care Doctor,No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)",Safety concerns with the vaccine/side effects,Disagree,Neutral,Neutral,Neutral,43,White or Caucasian,Some college/Associate's Degree,Missouri,Female,Somewhat Conservative
10/5/20 23:19,No,No,Yes,No,Primary Care Doctor,Yes,Yes,My job- healthcare industry ,"Safety concerns with the vaccine/side effects, Don't believe the vaccine will work",Stongly Agree,Agree,Strongly Disagree,Strongly agree,31,White or Caucasian,Bachelor's Degree,Missouri,Female,Mixed
10/5/20 23:27,Yes,No,Yes,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",Yes,Yes,"CDC website, Lancet Infectious Disease ","None of these apply, I have no barriers or risks associated with getting the COVID-19 vaccine.",Agree,Stongly Agree,Neutral,Neutral,35,White or Caucasian,Bachelor's Degree,Missouri,Female,Somewhat Liberal
10/5/20 23:34,Don't Know/Not sure,No,Yes,No,Primary Care Doctor,Yes,Yes,Local News Station,"None of these apply, I have no barriers or risks associated with getting the COVID-19 vaccine.",Neutral,Agree,Neutral,Disagree,70,White or Caucasian,Some college/Associate's Degree,Illinois,Male,Very Conservative
10/6/20 0:52,No,No,No,No,Primary Care Doctor,No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.",Safety concerns with the vaccine/side effects,Neutral,Stongly Agree,Disagree,Agree,55,White or Caucasian,Graduate School,California,Female,Somewhat Conservative
10/6/20 5:27,Don't Know/Not sure,No,Yes,No,Primary Care Doctor,No,Yes,DHEC,Safety concerns with the vaccine/side effects,Disagree,Stongly Agree,Neutral,Neutral,40,White or Caucasian,Bachelor's Degree,South Carolina,Female,Somewhat Conservative
10/6/20 7:39,No,No,Yes,No,Not Applicable,No,No,"Social Media (Facebook, Instagram, Twitter, etc.)","Safety concerns with the vaccine/side effects, Don't believe the vaccine will work",Disagree,Disagree,Strongly Disagree,Disagree,44,White or Caucasian,Bachelor's Degree,Illinois,Female,Somewhat Conservative
10/6/20 7:39,No,No,No,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,Try not to listen too much ,"None of these apply, I have no barriers or risks associated with getting the COVID-19 vaccine.",Disagree,Agree,Disagree,Neutral,22,White or Caucasian,Bachelor's Degree,Missouri,Female,Mixed
10/6/20 8:22,No,No,Yes,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,Local News Station,Safety concerns with the vaccine/side effects,Disagree,Agree,Neutral,Agree,48,White or Caucasian,Bachelor's Degree,Missouri,Female,Somewhat Conservative
10/6/20 8:28,No,No,Yes,No,No vaccines for me or my family,No,No,"National News Station such as Fox News, CNN, New York Times, etc.","Safety concerns with the vaccine/side effects, Religious beliefs, Don't believe the vaccine will work, Why would you inject yourself with derivatives of mercury, antifreeze, and products made with aborted babies?",Neutral,Agree,Disagree,Strongly agree,41,White or Caucasian,Graduate School,Illinois,Female,Very Liberal
10/6/20 9:15,Don't Know/Not sure,Yes,Yes,Yes,Primary Care Doctor,No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.","Safety concerns with the vaccine/side effects, Cost of the Vaccine",Neutral,Stongly Agree,Agree,Neutral,21,White or Caucasian,Bachelor's Degree,Alabama,Female,Somewhat Liberal
10/6/20 9:17,Don't Know/Not sure,No,Yes,No,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,Local News Station,"Safety concerns with the vaccine/side effects, Don't believe the vaccine will work",Agree,Stongly Agree,Neutral,Neutral,36,White or Caucasian,Graduate School,Missouri,Female,Somewhat Liberal
10/6/20 9:20,Yes,No,Yes,Yes,Urgent Care,No,Yes,Local News Station,Safety concerns with the vaccine/side effects,Stongly Agree,Stongly Agree,Strongly Agree,Neutral,62,White or Caucasian,Bachelor's Degree,Missouri,Female,Somewhat Liberal
10/6/20 9:51,Yes,No,Yes,Yes,Primary Care Doctor,Yes,Yes,"National News Station such as Fox News, CNN, New York Times, etc.","Safety concerns with the vaccine/side effects, Cost of the Vaccine, Have a health condition or allergies that prevent vaccination",Stongly Agree,Stongly Agree,Agree,Strongly agree,24,Black or African American,Bachelor's Degree,Colorado,Female,Very Liberal
10/6/20 9:52,Yes,No,Yes,Yes,Primary Care Doctor,Yes,Yes,"National News Station such as Fox News, CNN, New York Times, etc.","None of these apply, I have no barriers or risks associated with getting the COVID-19 vaccine.",Agree,Stongly Agree,Strongly Agree,Strongly disagree,23,Black or African American,Bachelor's Degree,Missouri,Other,Very Liberal
10/6/20 9:52,No,No,Yes,No,Primary Care Doctor,No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","Safety concerns with the vaccine/side effects, Side effects related to fertility",Disagree,Stongly Agree,Agree,Neutral,22,White or Caucasian,Graduate School,Illinois,Female,Mixed
10/6/20 9:53,Yes,No,Yes,No,Local Health Department,No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.","Safety concerns with the vaccine/side effects, Cost of the Vaccine, Don't like needles and shots",Agree,Stongly Agree,Strongly Agree,Neutral,23,White or Caucasian,Bachelor's Degree,Missouri,Female,Very Liberal
10/6/20 9:54,Yes,No,Yes,Yes,Primary Care Doctor,Yes,Yes,"National News Station such as Fox News, CNN, New York Times, etc.",Safety concerns with the vaccine/side effects,Agree,Stongly Agree,Neutral,Neutral,58,White or Caucasian,Graduate School,Missouri,Female,Somewhat Liberal
10/6/20 9:56,Don't Know/Not sure,No,No,No,Local Health Department,No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","Safety concerns with the vaccine/side effects, Cost of the Vaccine, Concerned about getting COVID from the vaccine",Agree,Stongly Disagree,Agree,Agree,23,Asian,Bachelor's Degree,Missouri,Female,Prefer not to answer
10/6/20 9:56,No,No,Yes,No,Hospital or clinic,No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)",Safety concerns with the vaccine/side effects,Disagree,Neutral,Agree,Agree,25,Black or African American,Bachelor's Degree,Missouri,Male,Very Liberal
10/6/20 9:56,Yes,No,Yes,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.",Safety concerns with the vaccine/side effects,Neutral,Stongly Agree,Neutral,Agree,25,White or Caucasian,Bachelor's Degree,Missouri,Female,Somewhat Liberal
10/6/20 10:26,Don't Know/Not sure,No,Yes,Yes,Primary Care Doctor,No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)",Safety concerns with the vaccine/side effects,Agree,Agree,Neutral,Neutral,23,White or Caucasian,Bachelor's Degree,Virginia,Female,Mixed
10/6/20 11:15,No,No,Yes,No,Primary Care Doctor,No,.,.,Safety concerns with the vaccine/side effects,Neutral,Agree,Neutral,Agree,43,Prefer not to answer,Graduate School,Missouri,Female,Prefer not to answer
10/6/20 12:08,Yes,No,Yes,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)",Cost of the Vaccine,Agree,Stongly Agree,Agree,Disagree,21,White or Caucasian,Some college/Associate's Degree,Missouri,Female,Very Liberal
10/6/20 12:46,Don't Know/Not sure,No,No,Don't know/Not sure,Primary Care Doctor,No,No,"National News Station such as Fox News, CNN, New York Times, etc.",Safety concerns with the vaccine/side effects,Neutral,Agree,Neutral,Neutral,44,White or Caucasian,Some college/Associate's Degree,Missouri,Male,Mixed
10/6/20 13:11,Yes,No,No,Yes,Primary Care Doctor,Yes,Yes,"National News Station such as Fox News, CNN, New York Times, etc.",Safety concerns with the vaccine/side effects,Agree,Stongly Agree,Neutral,Neutral,66,White or Caucasian,Some college/Associate's Degree,Missouri,Female,Somewhat Liberal
10/6/20 17:19,No,No,Yes,Yes,Primary Care Doctor,No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.",Safety concerns with the vaccine/side effects,Stongly Agree,Agree,Disagree,Strongly agree,25,White or Caucasian,Bachelor's Degree,Tennessee,Female,Somewhat Conservative
10/6/20 19:29,No,No,Yes,No,"Chain Pharmacies such as Walgreens, CVS, etc.",Yes,Yes,I test COVID so through work.,"Safety concerns with the vaccine/side effects, Don't believe the vaccine will work",Stongly Agree,Stongly Agree,Disagree,Strongly agree,22,White or Caucasian,Bachelor's Degree,Tennessee,Female,Mixed
10/6/20 19:33,No,No,Yes,Yes,Work,Yes,No,"National News Station such as Fox News, CNN, New York Times, etc.",Have a health condition or allergies that prevent vaccination,Stongly Agree,Stongly Agree,Neutral,Strongly agree,36,White or Caucasian,Some college/Associate's Degree,Missouri,Female,Mixed
10/6/20 20:03,No,No,Yes,No,Primary Care Doctor,No,No,"Social Media (Facebook, Instagram, Twitter, etc.)","Safety concerns with the vaccine/side effects, Cost of the Vaccine, Concerned about getting COVID from the vaccine, Don't believe the vaccine will work",Stongly Disagree,Neutral,Strongly Disagree,Strongly agree,34,White or Caucasian,Bachelor's Degree,Missouri,Female,Mixed
10/6/20 20:10,No,No,Yes,No,Primary Care Doctor,Yes,Yes,BBC ,Safety concerns with the vaccine/side effects,Agree,Stongly Agree,Neutral,Neutral,42,White or Caucasian,Some college/Associate's Degree,Missouri,Female,Mixed
10/6/20 20:11,Don't Know/Not sure,No,Yes,No,Not Applicable,No,No,"Social Media (Facebook, Instagram, Twitter, etc.)",Safety concerns with the vaccine/side effects,Neutral,Neutral,Neutral,Neutral,38,White or Caucasian,"High school graduate, GED",Missouri,Male,Mixed
10/6/20 20:22,Yes,No,Yes,Yes,Primary Care Doctor,No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","Safety concerns with the vaccine/side effects, Cost of the Vaccine, Concerned about getting COVID from the vaccine",Agree,Stongly Agree,Neutral,Neutral,20,White or Caucasian,Some college/Associate's Degree,Missouri,Male,Mixed
10/6/20 20:24,Don't Know/Not sure,No,Yes,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.",Safety concerns with the vaccine/side effects,Disagree,Neutral,Agree,Agree,22,White or Caucasian,Some college/Associate's Degree,Missouri,Male,Somewhat Conservative
10/6/20 20:30,Don't Know/Not sure,No,Yes,No,Primary Care Doctor,No,No,"Social Media (Facebook, Instagram, Twitter, etc.)","Safety concerns with the vaccine/side effects, Concerned about getting COVID from the vaccine",Disagree,Agree,Neutral,Agree,23,White or Caucasian,Graduate School,Missouri,Female,Somewhat Conservative
10/6/20 20:31,Yes,No,Yes,No,Primary Care Doctor,No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","None of these apply, I have no barriers or risks associated with getting the COVID-19 vaccine.",Stongly Agree,Stongly Agree,Strongly Agree,Disagree,22,White or Caucasian,Graduate School,Missouri,Female,Somewhat Liberal
10/6/20 20:31,Yes,No,Yes,Yes,Primary Care Doctor,No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.","Safety concerns with the vaccine/side effects, Don't believe the vaccine will work",Agree,Stongly Agree,Neutral,Agree,23,White or Caucasian,Bachelor's Degree,Missouri,Male,Somewhat Conservative
10/6/20 20:32,Don't Know/Not sure,No,Yes,No,Not Applicable,No,No,"National News Station such as Fox News, CNN, New York Times, etc.","Safety concerns with the vaccine/side effects, Don't believe the vaccine will work",Neutral,Stongly Disagree,Agree,Strongly agree,23,White or Caucasian,Graduate School,Missouri,Male,Somewhat Conservative
